0.939413 0.939997 0.940576 0.94115 0.941717 0.94228 0.942836 0.943388 0.943933 0.944473 0.945007 0.945536 0.946059 0.946577 0.947089 0.947595 0.948096 0.94859 0.94908 0.949563 0.950041 0.950513 0.95098 0.951441 0.951896 0.952345 0.952788 0.953226 0.953658 0.954084 0.954505 0.95492 0.955329 0.955732 0.956129 0.95652 0.956906 0.957286 0.95766 0.958028 0.95839 0.958747 0.959098 0.959442 0.959781 0.960114 0.960441 0.960762 0.961078 0.961387 0.961691 0.961988 0.96228 0.962566 0.962845 0.963119 0.963387 0.963649 0.963905 0.964155 0.964399 0.964637 0.964869 0.965096 0.965316 0.96553 0.965738 0.96594 0.966137 0.966327 0.966511 0.966689 0.966862 0.967028 0.967188 0.967342 0.96749 0.967632 0.967768 0.967898 0.968022 0.96814 0.968252 0.968358 0.968458 0.968552 0.96864 0.968722 0.968797 0.968867 0.96893 0.968988 0.969039 0.969085 0.969124 0.969158 0.969185 0.969206 0.969221 0.96923 0.969233 0.96923 0.969221 0.969206 0.969185 0.969158 0.969124 0.969085 0.969039 0.968988 0.96893 0.968867 0.968797 0.968722 0.96864 0.968552 0.968458 0.968358 0.968252 0.96814 0.968022 0.967898 0.967768 0.967632 0.96749 0.967342 0.967188 0.967028 0.966862 0.966689 0.966511 0.966327 0.966137 0.96594 0.965738 0.96553 0.965316 0.965096 0.964869 0.964637 0.964399 0.964155 0.963905 0.963649 0.963387 0.963119 0.962845 0.962566 0.96228 0.961988 0.961691 0.961387 0.961078 0.960762 0.960441 0.960114 0.959781 0.959442 0.959098 0.958747 0.95839 0.958028 0.95766 0.957286 0.956906 0.95652 0.956129 0.955732 0.955329 0.95492 0.954505 0.954084 0.953658 0.953226 0.952788 0.952345 0.951896 0.951441 0.95098 0.950513 0.950041 0.949563 0.94908 0.94859 0.948096 0.947595 0.947089 0.946577 0.946059 0.945536 0.945007 0.944473 0.943933 0.943388 0.942836 0.94228 0.941717 0.94115 0.940576 0.939997 
0.940576 0.941161 0.941741 0.942315 0.942884 0.943447 0.944004 0.944556 0.945102 0.945643 0.946178 0.946707 0.947231 0.947749 0.948261 0.948768 0.94927 0.949765 0.950255 0.950739 0.951218 0.95169 0.952157 0.952619 0.953074 0.953524 0.953968 0.954406 0.954839 0.955266 0.955687 0.956102 0.956511 0.956915 0.957313 0.957705 0.958091 0.958471 0.958846 0.959214 0.959577 0.959934 0.960285 0.96063 0.96097 0.961303 0.961631 0.961952 0.962268 0.962578 0.962881 0.963179 0.963471 0.963757 0.964038 0.964312 0.96458 0.964842 0.965099 0.965349 0.965593 0.965832 0.966064 0.966291 0.966511 0.966726 0.966934 0.967137 0.967333 0.967523 0.967708 0.967886 0.968059 0.968225 0.968386 0.96854 0.968688 0.96883 0.968967 0.969097 0.969221 0.969339 0.969451 0.969557 0.969657 0.969751 0.969839 0.969921 0.969997 0.970067 0.97013 0.970188 0.970239 0.970285 0.970324 0.970358 0.970385 0.970406 0.970421 0.97043 0.970433 0.97043 0.970421 0.970406 0.970385 0.970358 0.970324 0.970285 0.970239 0.970188 0.97013 0.970067 0.969997 0.969921 0.969839 0.969751 0.969657 0.969557 0.969451 0.969339 0.969221 0.969097 0.968967 0.96883 0.968688 0.96854 0.968386 0.968225 0.968059 0.967886 0.967708 0.967523 0.967333 0.967137 0.966934 0.966726 0.966511 0.966291 0.966064 0.965832 0.965593 0.965349 0.965099 0.964842 0.96458 0.964312 0.964038 0.963757 0.963471 0.963179 0.962881 0.962578 0.962268 0.961952 0.961631 0.961303 0.96097 0.96063 0.960285 0.959934 0.959577 0.959214 0.958846 0.958471 0.958091 0.957705 0.957313 0.956915 0.956511 0.956102 0.955687 0.955266 0.954839 0.954406 0.953968 0.953524 0.953074 0.952619 0.952157 0.95169 0.951218 0.950739 0.950255 0.949765 0.94927 0.948768 0.948261 0.947749 0.947231 0.946707 0.946178 0.945643 0.945102 0.944556 0.944004 0.943447 0.942884 0.942315 0.941741 0.941161 
0.941717 0.942303 0.942884 0.943458 0.944027 0.944591 0.945149 0.945702 0.946249 0.94679 0.947326 0.947856 0.94838 0.948899 0.949412 0.949919 0.950421 0.950917 0.951408 0.951893 0.952372 0.952845 0.953313 0.953774 0.954231 0.954681 0.955126 0.955564 0.955997 0.956425 0.956846 0.957262 0.957672 0.958076 0.958474 0.958867 0.959253 0.959634 0.960009 0.960378 0.960741 0.961099 0.96145 0.961796 0.962135 0.962469 0.962797 0.963119 0.963435 0.963745 0.96405 0.964348 0.96464 0.964927 0.965207 0.965482 0.96575 0.966013 0.966269 0.96652 0.966765 0.967004 0.967236 0.967463 0.967684 0.967898 0.968107 0.96831 0.968507 0.968697 0.968882 0.969061 0.969233 0.9694 0.96956 0.969715 0.969863 0.970006 0.970142 0.970273 0.970397 0.970515 0.970627 0.970734 0.970834 0.970928 0.971016 0.971098 0.971174 0.971243 0.971307 0.971365 0.971416 0.971462 0.971501 0.971535 0.971562 0.971583 0.971599 0.971608 0.971611 0.971608 0.971599 0.971583 0.971562 0.971535 0.971501 0.971462 0.971416 0.971365 0.971307 0.971243 0.971174 0.971098 0.971016 0.970928 0.970834 0.970734 0.970627 0.970515 0.970397 0.970273 0.970142 0.970006 0.969863 0.969715 0.96956 0.9694 0.969233 0.969061 0.968882 0.968697 0.968507 0.96831 0.968107 0.967898 0.967684 0.967463 0.967236 0.967004 0.966765 0.96652 0.966269 0.966013 0.96575 0.965482 0.965207 0.964927 0.96464 0.964348 0.96405 0.963745 0.963435 0.963119 0.962797 0.962469 0.962135 0.961796 0.96145 0.961099 0.960741 0.960378 0.960009 0.959634 0.959253 0.958867 0.958474 0.958076 0.957672 0.957262 0.956846 0.956425 0.955997 0.955564 0.955126 0.954681 0.954231 0.953774 0.953313 0.952845 0.952372 0.951893 0.951408 0.950917 0.950421 0.949919 0.949412 0.948899 0.94838 0.947856 0.947326 0.94679 0.946249 0.945702 0.945149 0.944591 0.944027 0.943458 0.942884 0.942303 
0.942836 0.943423 0.944004 0.944579 0.945149 0.945713 0.946272 0.946825 0.947373 0.947915 0.948451 0.948982 0.949507 0.950026 0.95054 0.951048 0.951551 0.952047 0.952538 0.953024 0.953503 0.953977 0.954445 0.954908 0.955364 0.955815 0.95626 0.9567 0.957133 0.957561 0.957983 0.958399 0.95881 0.959214 0.959613 0.960006 0.960393 0.960774 0.96115 0.961519 0.961883 0.962241 0.962593 0.962939 0.963279 0.963613 0.963941 0.964264 0.96458 0.964891 0.965195 0.965494 0.965786 0.966073 0.966354 0.966629 0.966898 0.967161 0.967418 0.967669 0.967914 0.968153 0.968386 0.968612 0.968834 0.969049 0.969257 0.96946 0.969657 0.969848 0.970033 0.970212 0.970385 0.970552 0.970712 0.970867 0.971016 0.971158 0.971295 0.971426 0.97155 0.971668 0.971781 0.971887 0.971987 0.972081 0.97217 0.972252 0.972328 0.972398 0.972461 0.972519 0.972571 0.972616 0.972656 0.972689 0.972717 0.972738 0.972753 0.972762 0.972765 0.972762 0.972753 0.972738 0.972717 0.972689 0.972656 0.972616 0.972571 0.972519 0.972461 0.972398 0.972328 0.972252 0.97217 0.972081 0.971987 0.971887 0.971781 0.971668 0.97155 0.971426 0.971295 0.971158 0.971016 0.970867 0.970712 0.970552 0.970385 0.970212 0.970033 0.969848 0.969657 0.96946 0.969257 0.969049 0.968834 0.968612 0.968386 0.968153 0.967914 0.967669 0.967418 0.967161 0.966898 0.966629 0.966354 0.966073 0.965786 0.965494 0.965195 0.964891 0.96458 0.964264 0.963941 0.963613 0.963279 0.962939 0.962593 0.962241 0.961883 0.961519 0.96115 0.960774 0.960393 0.960006 0.959613 0.959214 0.95881 0.958399 0.957983 0.957561 0.957133 0.9567 0.95626 0.955815 0.955364 0.954908 0.954445 0.953977 0.953503 0.953024 0.952538 0.952047 0.951551 0.951048 0.95054 0.950026 0.949507 0.948982 0.948451 0.947915 0.947373 0.946825 0.946272 0.945713 0.945149 0.944579 0.944004 0.943423 
0.943933 0.94452 0.945102 0.945678 0.946249 0.946814 0.947373 0.947927 0.948475 0.949017 0.949554 0.950086 0.950611 0.951131 0.951646 0.952154 0.952657 0.953155 0.953646 0.954132 0.954612 0.955087 0.955555 0.956018 0.956476 0.956927 0.957373 0.957813 0.958247 0.958675 0.959098 0.959514 0.959925 0.96033 0.960729 0.961123 0.96151 0.961892 0.962268 0.962638 0.963002 0.96336 0.963712 0.964059 0.964399 0.964734 0.965062 0.965385 0.965702 0.966013 0.966318 0.966617 0.96691 0.967197 0.967478 0.967753 0.968022 0.968286 0.968543 0.968794 0.969039 0.969279 0.969512 0.969739 0.96996 0.970176 0.970385 0.970588 0.970785 0.970976 0.971161 0.971341 0.971514 0.971681 0.971842 0.971996 0.972145 0.972288 0.972425 0.972556 0.97268 0.972799 0.972911 0.973018 0.973118 0.973212 0.9733 0.973383 0.973459 0.973529 0.973592 0.97365 0.973702 0.973748 0.973787 0.973821 0.973848 0.973869 0.973885 0.973894 0.973897 0.973894 0.973885 0.973869 0.973848 0.973821 0.973787 0.973748 0.973702 0.97365 0.973592 0.973529 0.973459 0.973383 0.9733 0.973212 0.973118 0.973018 0.972911 0.972799 0.97268 0.972556 0.972425 0.972288 0.972145 0.971996 0.971842 0.971681 0.971514 0.971341 0.971161 0.970976 0.970785 0.970588 0.970385 0.970176 0.96996 0.969739 0.969512 0.969279 0.969039 0.968794 0.968543 0.968286 0.968022 0.967753 0.967478 0.967197 0.96691 0.966617 0.966318 0.966013 0.965702 0.965385 0.965062 0.964734 0.964399 0.964059 0.963712 0.96336 0.963002 0.962638 0.962268 0.961892 0.96151 0.961123 0.960729 0.96033 0.959925 0.959514 0.959098 0.958675 0.958247 0.957813 0.957373 0.956927 0.956476 0.956018 0.955555 0.955087 0.954612 0.954132 0.953646 0.953155 0.952657 0.952154 0.951646 0.951131 0.950611 0.950086 0.949554 0.949017 0.948475 0.947927 0.947373 0.946814 0.946249 0.945678 0.945102 0.94452 
0.945007 0.945595 0.946178 0.946754 0.947326 0.947891 0.948451 0.949006 0.949554 0.950098 0.950635 0.951167 0.951693 0.952214 0.952729 0.953238 0.953742 0.954239 0.954732 0.955218 0.955699 0.956174 0.956643 0.957106 0.957564 0.958016 0.958462 0.958903 0.959337 0.959766 0.960189 0.960606 0.961018 0.961423 0.961823 0.962217 0.962605 0.962987 0.963363 0.963733 0.964098 0.964456 0.964809 0.965156 0.965497 0.965832 0.966161 0.966484 0.966801 0.967112 0.967418 0.967717 0.96801 0.968298 0.968579 0.968855 0.969124 0.969388 0.969645 0.969897 0.970142 0.970382 0.970615 0.970843 0.971064 0.97128 0.971489 0.971693 0.97189 0.972081 0.972267 0.972446 0.972619 0.972787 0.972948 0.973103 0.973252 0.973395 0.973532 0.973662 0.973787 0.973906 0.974018 0.974125 0.974225 0.97432 0.974408 0.97449 0.974567 0.974637 0.974701 0.974758 0.97481 0.974856 0.974895 0.974929 0.974956 0.974978 0.974993 0.975002 0.975005 0.975002 0.974993 0.974978 0.974956 0.974929 0.974895 0.974856 0.97481 0.974758 0.974701 0.974637 0.974567 0.97449 0.974408 0.97432 0.974225 0.974125 0.974018 0.973906 0.973787 0.973662 0.973532 0.973395 0.973252 0.973103 0.972948 0.972787 0.972619 0.972446 0.972267 0.972081 0.97189 0.971693 0.971489 0.97128 0.971064 0.970843 0.970615 0.970382 0.970142 0.969897 0.969645 0.969388 0.969124 0.968855 0.968579 0.968298 0.96801 0.967717 0.967418 0.967112 0.966801 0.966484 0.966161 0.965832 0.965497 0.965156 0.964809 0.964456 0.964098 0.963733 0.963363 0.962987 0.962605 0.962217 0.961823 0.961423 0.961018 0.960606 0.960189 0.959766 0.959337 0.958903 0.958462 0.958016 0.957564 0.957106 0.956643 0.956174 0.955699 0.955218 0.954732 0.954239 0.953742 0.953238 0.952729 0.952214 0.951693 0.951167 0.950635 0.950098 0.949554 0.949006 0.948451 0.947891 0.947326 0.946754 0.946178 0.945595 
0.946059 0.946648 0.947231 0.947808 0.94838 0.948946 0.949507 0.950062 0.950611 0.951155 0.951693 0.952226 0.952753 0.953274 0.953789 0.954299 0.954803 0.955302 0.955794 0.956281 0.956763 0.957238 0.957708 0.958172 0.95863 0.959083 0.959529 0.95997 0.960405 0.960835 0.961258 0.961676 0.962087 0.962493 0.962893 0.963288 0.963676 0.964059 0.964435 0.964806 0.965171 0.96553 0.965883 0.96623 0.966572 0.966907 0.967236 0.96756 0.967877 0.968189 0.968494 0.968794 0.969088 0.969376 0.969657 0.969933 0.970203 0.970467 0.970725 0.970976 0.971222 0.971462 0.971696 0.971924 0.972145 0.972361 0.972571 0.972774 0.972972 0.973164 0.973349 0.973529 0.973702 0.973869 0.974031 0.974186 0.974335 0.974478 0.974615 0.974746 0.974871 0.97499 0.975103 0.975209 0.97531 0.975404 0.975493 0.975575 0.975651 0.975721 0.975785 0.975843 0.975895 0.975941 0.975981 0.976014 0.976042 0.976063 0.976078 0.976087 0.97609 0.976087 0.976078 0.976063 0.976042 0.976014 0.975981 0.975941 0.975895 0.975843 0.975785 0.975721 0.975651 0.975575 0.975493 0.975404 0.97531 0.975209 0.975103 0.97499 0.974871 0.974746 0.974615 0.974478 0.974335 0.974186 0.974031 0.973869 0.973702 0.973529 0.973349 0.973164 0.972972 0.972774 0.972571 0.972361 0.972145 0.971924 0.971696 0.971462 0.971222 0.970976 0.970725 0.970467 0.970203 0.969933 0.969657 0.969376 0.969088 0.968794 0.968494 0.968189 0.967877 0.96756 0.967236 0.966907 0.966572 0.96623 0.965883 0.96553 0.965171 0.964806 0.964435 0.964059 0.963676 0.963288 0.962893 0.962493 0.962087 0.961676 0.961258 0.960835 0.960405 0.95997 0.959529 0.959083 0.95863 0.958172 0.957708 0.957238 0.956763 0.956281 0.955794 0.955302 0.954803 0.954299 0.953789 0.953274 0.952753 0.952226 0.951693 0.951155 0.950611 0.950062 0.949507 0.948946 0.94838 0.947808 0.947231 0.946648 
0.947089 0.947678 0.948261 0.948839 0.949412 0.949979 0.95054 0.951096 0.951646 0.95219 0.952729 0.953262 0.953789 0.954311 0.954827 0.955337 0.955842 0.956341 0.956834 0.957322 0.957804 0.95828 0.95875 0.959214 0.959673 0.960126 0.960573 0.961015 0.96145 0.96188 0.962304 0.962722 0.963134 0.963541 0.963941 0.964336 0.964725 0.965108 0.965485 0.965856 0.966221 0.966581 0.966934 0.967282 0.967623 0.967959 0.968289 0.968612 0.96893 0.969242 0.969548 0.969848 0.970142 0.97043 0.970712 0.970989 0.971259 0.971523 0.971781 0.972033 0.972279 0.972519 0.972753 0.972981 0.973203 0.973419 0.973629 0.973833 0.974031 0.974222 0.974408 0.974588 0.974761 0.974929 0.975091 0.975246 0.975395 0.975539 0.975676 0.975807 0.975932 0.976051 0.976164 0.97627 0.976371 0.976466 0.976554 0.976637 0.976713 0.976783 0.976847 0.976905 0.976957 0.977003 0.977043 0.977076 0.977104 0.977125 0.97714 0.977149 0.977153 0.977149 0.97714 0.977125 0.977104 0.977076 0.977043 0.977003 0.976957 0.976905 0.976847 0.976783 0.976713 0.976637 0.976554 0.976466 0.976371 0.97627 0.976164 0.976051 0.975932 0.975807 0.975676 0.975539 0.975395 0.975246 0.975091 0.974929 0.974761 0.974588 0.974408 0.974222 0.974031 0.973833 0.973629 0.973419 0.973203 0.972981 0.972753 0.972519 0.972279 0.972033 0.971781 0.971523 0.971259 0.970989 0.970712 0.97043 0.970142 0.969848 0.969548 0.969242 0.96893 0.968612 0.968289 0.967959 0.967623 0.967282 0.966934 0.966581 0.966221 0.965856 0.965485 0.965108 0.964725 0.964336 0.963941 0.963541 0.963134 0.962722 0.962304 0.96188 0.96145 0.961015 0.960573 0.960126 0.959673 0.959214 0.95875 0.95828 0.957804 0.957322 0.956834 0.956341 0.955842 0.955337 0.954827 0.954311 0.953789 0.953262 0.952729 0.95219 0.951646 0.951096 0.95054 0.949979 0.949412 0.948839 0.948261 0.947678 
0.948096 0.948685 0.94927 0.949848 0.950421 0.950989 0.951551 0.952107 0.952657 0.953202 0.953742 0.954275 0.954803 0.955326 0.955842 0.956353 0.956858 0.957358 0.957852 0.95834 0.958822 0.959298 0.959769 0.960234 0.960693 0.961147 0.961594 0.962036 0.962472 0.962902 0.963327 0.963745 0.964158 0.964565 0.964966 0.965361 0.96575 0.966134 0.966511 0.966883 0.967248 0.967608 0.967962 0.96831 0.968652 0.968988 0.969318 0.969642 0.96996 0.970273 0.970579 0.970879 0.971174 0.971462 0.971744 0.972021 0.972291 0.972556 0.972814 0.973066 0.973313 0.973553 0.973787 0.974015 0.974238 0.974454 0.974664 0.974868 0.975066 0.975258 0.975444 0.975624 0.975798 0.975965 0.976127 0.976283 0.976432 0.976576 0.976713 0.976844 0.976969 0.977088 0.977201 0.977308 0.977409 0.977504 0.977592 0.977675 0.977751 0.977822 0.977886 0.977944 0.977996 0.978042 0.978081 0.978115 0.978142 0.978164 0.978179 0.978188 0.978191 0.978188 0.978179 0.978164 0.978142 0.978115 0.978081 0.978042 0.977996 0.977944 0.977886 0.977822 0.977751 0.977675 0.977592 0.977504 0.977409 0.977308 0.977201 0.977088 0.976969 0.976844 0.976713 0.976576 0.976432 0.976283 0.976127 0.975965 0.975798 0.975624 0.975444 0.975258 0.975066 0.974868 0.974664 0.974454 0.974238 0.974015 0.973787 0.973553 0.973313 0.973066 0.972814 0.972556 0.972291 0.972021 0.971744 0.971462 0.971174 0.970879 0.970579 0.970273 0.96996 0.969642 0.969318 0.968988 0.968652 0.96831 0.967962 0.967608 0.967248 0.966883 0.966511 0.966134 0.96575 0.965361 0.964966 0.964565 0.964158 0.963745 0.963327 0.962902 0.962472 0.962036 0.961594 0.961147 0.960693 0.960234 0.959769 0.959298 0.958822 0.95834 0.957852 0.957358 0.956858 0.956353 0.955842 0.955326 0.954803 0.954275 0.953742 0.953202 0.952657 0.952107 0.951551 0.950989 0.950421 0.949848 0.94927 0.948685 
0.94908 0.94967 0.950255 0.950834 0.951408 0.951976 0.952538 0.953095 0.953646 0.954192 0.954732 0.955266 0.955794 0.956317 0.956834 0.957346 0.957852 0.958352 0.958846 0.959334 0.959817 0.960294 0.960765 0.961231 0.961691 0.962144 0.962593 0.963035 0.963471 0.963902 0.964327 0.964746 0.965159 0.965566 0.965968 0.966363 0.966753 0.967137 0.967514 0.967886 0.968252 0.968612 0.968967 0.969315 0.969657 0.969994 0.970324 0.970649 0.970967 0.97128 0.971586 0.971887 0.972182 0.97247 0.972753 0.97303 0.9733 0.973565 0.973824 0.974076 0.974323 0.974563 0.974798 0.975026 0.975249 0.975465 0.975676 0.97588 0.976078 0.97627 0.976457 0.976637 0.976811 0.976978 0.97714 0.977296 0.977446 0.977589 0.977727 0.977858 0.977983 0.978103 0.978216 0.978323 0.978424 0.978518 0.978607 0.97869 0.978766 0.978837 0.978901 0.978959 0.979011 0.979057 0.979097 0.97913 0.979158 0.979179 0.979194 0.979204 0.979207 0.979204 0.979194 0.979179 0.979158 0.97913 0.979097 0.979057 0.979011 0.978959 0.978901 0.978837 0.978766 0.97869 0.978607 0.978518 0.978424 0.978323 0.978216 0.978103 0.977983 0.977858 0.977727 0.977589 0.977446 0.977296 0.97714 0.976978 0.976811 0.976637 0.976457 0.97627 0.976078 0.97588 0.975676 0.975465 0.975249 0.975026 0.974798 0.974563 0.974323 0.974076 0.973824 0.973565 0.9733 0.97303 0.972753 0.97247 0.972182 0.971887 0.971586 0.97128 0.970967 0.970649 0.970324 0.969994 0.969657 0.969315 0.968967 0.968612 0.968252 0.967886 0.967514 0.967137 0.966753 0.966363 0.965968 0.965566 0.965159 0.964746 0.964327 0.963902 0.963471 0.963035 0.962593 0.962144 0.961691 0.961231 0.960765 0.960294 0.959817 0.959334 0.958846 0.958352 0.957852 0.957346 0.956834 0.956317 0.955794 0.955266 0.954732 0.954192 0.953646 0.953095 0.952538 0.951976 0.951408 0.950834 0.950255 0.94967 
